,date,route_id,service_id,trip_id,vehicle_id,patternId,direction,tripLength
48605,2012-10-01 00:00:00,11,11-74,27089134,131,18,R,8598
48629,2012-10-01 00:00:00,11,11-74,27089136,131,17,A,8883
48651,2012-10-01 00:00:00,11,11-74,27089138,131,18,R,8598
48675,2012-10-01 00:00:00,11,11-74,27089140,131,17,A,8883
48697,2012-10-01 00:00:00,11,11-74,27089142,131,18,R,8598
48721,2012-10-01 00:00:00,11,11-74,27089144,131,17,A,8883
48743,2012-10-01 00:00:00,11,11-74,27089146,131,18,R,8598
48767,2012-10-01 00:00:00,11,11-74,27089148,131,17,A,8883
48789,2012-10-01 00:00:00,11,11-74,27089150,131,18,R,8598
48813,2012-10-01 00:00:00,11,11-74,27089152,131,17,A,8883
48835,2012-10-01 00:00:00,11,11-74,27089154,131,18,R,8598
48859,2012-10-01 00:00:00,11,11-74,27089156,131,17,A,8883
48881,2012-10-01 00:00:00,11,11-74,27089158,131,18,R,8598
48905,2012-10-01 00:00:00,11,11-74,27089160,131,17,A,8883
48927,2012-10-01 00:00:00,11,11-74,27089162,131,18,R,8598
48951,2012-10-01 00:00:00,11,11-74,27089164,131,17,A,8883
48973,2012-10-01 00:00:00,11,11-74,27089166,131,18,R,8598
48995,2012-10-01 00:00:00,11,11-74,27113478,131,18,R,8598
49028,2012-10-01 00:00:00,9,1-51,27088028,132,36,R,11207
49058,2012-10-01 00:00:00,9,1-51,27088030,132,34,A,10774
49091,2012-10-01 00:00:00,9,1-51,27088031,132,36,R,11207
49122,2012-10-01 00:00:00,1,1-51,27088033,132,45,A,10322
49147,2012-10-01 00:00:00,1,1-51,27088035,132,49,R,7379
49166,2012-10-01 00:00:00,1,1-51,27088036,132,46,A,5929
49202,2012-10-01 00:00:00,1,1-51,27088038,132,48,R,11651
49233,2012-10-01 00:00:00,1,1-51,27088040,132,45,A,10322
49269,2012-10-01 00:00:00,1,1-51,27088042,132,48,R,11651
49300,2012-10-01 00:00:00,1,1-51,27088044,132,45,A,10322
49336,2012-10-01 00:00:00,1,1-51,27088046,132,48,R,11651
49367,2012-10-01 00:00:00,1,1-51,27088048,132,45,A,10322
49403,2012-10-01 00:00:00,1,1-51,27088050,132,48,R,11651
49434,2012-10-01 00:00:00,1,1-51,27088052,132,45,A,10322
49459,2012-10-01 00:00:00,1,1-51,27088054,132,49,R,7379
49478,2012-10-01 00:00:00,1,1-51,27088055,132,46,A,5929
49514,2012-10-01 00:00:00,1,1-51,27088057,132,48,R,11651
49545,2012-10-01 00:00:00,1,1-51,27088059,132,45,A,10322
49581,2012-10-01 00:00:00,1,1-51,27088061,132,48,R,11651
49610,2012-10-01 00:00:00,9,1-51,27088063,132,34,A,10774
49645,2012-10-01 00:00:00,42,42-2,27094216,133,41,A,14241
49680,2012-10-01 00:00:00,42,42-2,27094217,133,48,R,14301
49715,2012-10-01 00:00:00,42,42-2,27094218,133,41,A,14241
49750,2012-10-01 00:00:00,42,42-2,27094219,133,48,R,14301
49774,2012-10-01 00:00:00,42,42-2,27094220,133,47,A,9735
49798,2012-10-01 00:00:00,42,42-2,27094221,133,18,R,9431
49833,2012-10-01 00:00:00,42,42-2,27094222,133,41,A,14241
49868,2012-10-01 00:00:00,42,42-2,27094223,133,43,R,14301
49892,2012-10-01 00:00:00,42,42-2,27094224,133,47,A,9735
49916,2012-10-01 00:00:00,42,42-2,27094225,133,18,R,9431
49951,2012-10-01 00:00:00,42,42-2,27094226,133,41,A,14241
49986,2012-10-01 00:00:00,42,42-2,27094227,133,48,R,14301
50010,2012-10-01 00:00:00,42,42-2,27094228,133,47,A,9735
50034,2012-10-01 00:00:00,42,42-2,27094229,133,18,R,9431
50069,2012-10-01 00:00:00,42,42-2,27094230,133,41,A,14241
50104,2012-10-01 00:00:00,42,42-2,27094231,133,48,R,14301
50139,2012-10-01 00:00:00,42,42-2,27094232,133,41,A,14241
50174,2012-10-01 00:00:00,42,42-2,27094233,133,48,R,14301
50198,2012-10-01 00:00:00,42,42-2,27094234,133,47,A,9735
50222,2012-10-01 00:00:00,42,42-2,27094235,133,18,R,9431
50252,2012-10-01 00:00:00,5,5-51,27095653,134,71,A,11960
50281,2012-10-01 00:00:00,5,5-51,27095654,134,49,R,11541
50311,2012-10-01 00:00:00,5,5-51,27095655,134,71,A,11960
50339,2012-10-01 00:00:00,5,5-51,27095656,134,49,R,11541
50369,2012-10-01 00:00:00,5,5-51,27095657,134,71,A,11960
50398,2012-10-01 00:00:00,5,5-51,27095658,134,49,R,11541
50428,2012-10-01 00:00:00,5,5-51,27095659,134,71,A,11960
50456,2012-10-01 00:00:00,5,5-51,27095660,134,49,R,11541
50486,2012-10-01 00:00:00,5,5-51,27095661,134,71,A,11960
50514,2012-10-01 00:00:00,5,5-51,27095662,134,49,R,11541
50544,2012-10-01 00:00:00,5,5-51,27095663,134,71,A,11960
50573,2012-10-01 00:00:00,5,5-51,27095664,134,49,R,11541
50603,2012-10-01 00:00:00,5,5-51,27095665,134,71,A,11960
50631,2012-10-01 00:00:00,5,5-51,27095666,134,49,R,11541
50654,2012-10-01 00:00:00,5,5-51,27095667,134,23,A,7701
50675,2012-10-01 00:00:00,5,5-51,27095670,134,26,R,7945
50705,2012-10-01 00:00:00,5,5-51,27095671,134,71,A,11960
50734,2012-10-01 00:00:00,5,5-51,27095672,134,49,R,11541
50758,2012-10-01 00:00:00,22,22-25,27092274,135,29,R,10902
50783,2012-10-01 00:00:00,22,22-25,27092275,135,32,A,10803
50807,2012-10-01 00:00:00,22,22-25,27092276,135,29,R,10902
50832,2012-10-01 00:00:00,22,22-25,27092277,135,32,A,10803
50856,2012-10-01 00:00:00,22,22-25,27092278,135,29,R,10902
50881,2012-10-01 00:00:00,22,22-25,27092279,135,32,A,10803
50905,2012-10-01 00:00:00,22,22-25,27092280,135,29,R,10902
50930,2012-10-01 00:00:00,22,22-25,27092281,135,32,A,10803
50954,2012-10-01 00:00:00,22,22-25,27092282,135,29,R,10902
50979,2012-10-01 00:00:00,22,22-25,27092283,135,32,A,10803
51003,2012-10-01 00:00:00,22,22-25,27092284,135,29,R,10902
51028,2012-10-01 00:00:00,22,22-25,27092285,135,32,A,10803
51052,2012-10-01 00:00:00,22,22-25,27092286,135,29,R,10902
51077,2012-10-01 00:00:00,22,22-25,27092287,135,32,A,10803
51101,2012-10-01 00:00:00,22,22-25,27092288,135,29,R,10902
51126,2012-10-01 00:00:00,22,22-25,27092289,135,32,A,10803
51150,2012-10-01 00:00:00,22,22-25,27092290,135,29,R,10902
51175,2012-10-01 00:00:00,22,22-25,27092291,135,32,A,10803
51199,2012-10-01 00:00:00,22,22-25,27092292,135,29,R,10902
51224,2012-10-01 00:00:00,22,22-25,27092293,135,32,A,10803
51248,2012-10-01 00:00:00,22,22-25,27092294,135,29,R,10902
51249,2012-10-01 00:00:00,22,22-25,27113490,135,29,R,10902
51285,2012-10-01 00:00:00,1,9-68,27097501,137,48,R,11651
51316,2012-10-01 00:00:00,1,9-68,27097503,137,45,A,10322
51352,2012-10-01 00:00:00,1,9-68,27097505,137,48,R,11651
51381,2012-10-01 00:00:00,9,9-68,27097507,137,34,A,10774
51414,2012-10-01 00:00:00,9,9-68,27097508,137,36,R,11207
51442,2012-10-01 00:00:00,9,9-68,27097510,137,34,A,10774
51475,2012-10-01 00:00:00,9,9-68,27097511,137,36,R,11207
51504,2012-10-01 00:00:00,9,9-68,27097513,137,34,A,10774
51537,2012-10-01 00:00:00,9,9-68,27097514,137,36,R,11207
51566,2012-10-01 00:00:00,9,9-68,27097516,137,34,A,10774
51599,2012-10-01 00:00:00,9,9-68,27097517,137,36,R,11207
51628,2012-10-01 00:00:00,9,9-68,27097519,137,34,A,10774
51661,2012-10-01 00:00:00,9,9-68,27097520,137,36,R,11207
51690,2012-10-01 00:00:00,9,9-68,27097522,137,34,A,10774
51723,2012-10-01 00:00:00,9,9-68,27097523,137,36,R,11207
51753,2012-10-01 00:00:00,9,9-68,27097525,137,34,A,10774
51775,2012-10-01 00:00:00,11,11-77,27089263,138,17,A,8883
51797,2012-10-01 00:00:00,11,11-77,27089265,138,18,R,8598
51821,2012-10-01 00:00:00,11,11-77,27089267,138,17,A,8883
51843,2012-10-01 00:00:00,11,11-77,27089269,138,18,R,8598
51867,2012-10-01 00:00:00,11,11-77,27089271,138,17,A,8883
51889,2012-10-01 00:00:00,11,11-77,27089273,138,18,R,8598
51913,2012-10-01 00:00:00,11,11-77,27089275,138,17,A,8883
51935,2012-10-01 00:00:00,11,11-77,27089277,138,18,R,8598
51959,2012-10-01 00:00:00,11,11-77,27089279,138,17,A,8883
51981,2012-10-01 00:00:00,11,11-77,27089281,138,18,R,8598
52005,2012-10-01 00:00:00,11,11-77,27089283,138,17,A,8883
52027,2012-10-01 00:00:00,11,11-77,27089285,138,18,R,8598
52052,2012-10-01 00:00:00,1,11-77,27089287,138,49,R,7379
52071,2012-10-01 00:00:00,1,11-77,27089288,138,46,A,5929
52107,2012-10-01 00:00:00,1,11-77,27089290,138,48,R,11651
52138,2012-10-01 00:00:00,1,11-77,27089292,138,45,A,10322
52174,2012-10-01 00:00:00,1,11-77,27089294,138,48,R,11651
52203,2012-10-01 00:00:00,9,11-77,27089296,138,34,A,10774
52236,2012-10-01 00:00:00,9,11-77,27089297,138,36,R,11207
52265,2012-10-01 00:00:00,9,11-77,27089299,138,34,A,10774
52298,2012-10-01 00:00:00,9,11-77,27089300,138,36,R,11207
52331,2012-10-01 00:00:00,9,1-54,27088137,140,36,R,11207
52361,2012-10-01 00:00:00,9,1-54,27088139,140,34,A,10774
52394,2012-10-01 00:00:00,9,1-54,27088140,140,36,R,11207
52425,2012-10-01 00:00:00,1,1-54,27088142,140,45,A,10322
52461,2012-10-01 00:00:00,1,1-54,27088144,140,48,R,11651
52492,2012-10-01 00:00:00,1,1-54,27088146,140,45,A,10322
52528,2012-10-01 00:00:00,1,1-54,27088148,140,48,R,11651
52559,2012-10-01 00:00:00,1,1-54,27088150,140,45,A,10322
52595,2012-10-01 00:00:00,1,1-54,27088152,140,48,R,11651
52626,2012-10-01 00:00:00,1,1-54,27088154,140,45,A,10322
52662,2012-10-01 00:00:00,1,1-54,27088156,140,48,R,11651
52693,2012-10-01 00:00:00,1,1-54,27088158,140,45,A,10322
52729,2012-10-01 00:00:00,1,1-54,27088160,140,48,R,11651
52760,2012-10-01 00:00:00,1,1-54,27088162,140,45,A,10322
52785,2012-10-01 00:00:00,1,1-54,27088164,140,49,R,7379
52804,2012-10-01 00:00:00,1,1-54,27088165,140,46,A,5929
52840,2012-10-01 00:00:00,1,1-54,27088167,140,48,R,11651
52867,2012-10-01 00:00:00,9,1-54,27088169,140,34,A,10774
52900,2012-10-01 00:00:00,9,1-54,27088170,140,36,R,11207
52929,2012-10-01 00:00:00,9,1-54,27088172,140,34,A,10774
52962,2012-10-01 00:00:00,9,1-54,27088173,140,36,R,11207
52991,2012-10-01 00:00:00,9,1-54,27088175,140,34,A,10774
53015,2012-10-01 00:00:00,42,42-3,27094238,142,18,R,9431
53039,2012-10-01 00:00:00,42,42-3,27094239,142,47,A,9735
53063,2012-10-01 00:00:00,42,42-3,27094240,142,18,R,9431
53087,2012-10-01 00:00:00,42,42-3,27094241,142,47,A,9735
53111,2012-10-01 00:00:00,42,42-3,27094242,142,18,R,9431
53146,2012-10-01 00:00:00,42,42-3,27094243,142,41,A,14241
53181,2012-10-01 00:00:00,42,42-3,27094244,142,48,R,14301
53205,2012-10-01 00:00:00,42,42-3,27094245,142,47,A,9735
53229,2012-10-01 00:00:00,42,42-3,27094246,142,18,R,9431
53264,2012-10-01 00:00:00,42,42-3,27094247,142,41,A,14241
53299,2012-10-01 00:00:00,42,42-3,27094248,142,43,R,14301
53323,2012-10-01 00:00:00,42,42-3,27094249,142,47,A,9735
53347,2012-10-01 00:00:00,42,42-3,27094250,142,18,R,9431
53382,2012-10-01 00:00:00,42,42-3,27094251,142,41,A,14241
53417,2012-10-01 00:00:00,42,42-3,27094252,142,43,R,14301
53452,2012-10-01 00:00:00,42,42-3,27094253,142,41,A,14241
53487,2012-10-01 00:00:00,42,42-3,27094254,142,48,R,14301
53522,2012-10-01 00:00:00,42,42-3,27094255,142,41,A,14241
53557,2012-10-01 00:00:00,42,42-3,27094256,142,48,R,14301
53593,2012-10-01 00:00:00,1,1-55,27088178,143,48,R,11651
53622,2012-10-01 00:00:00,9,1-55,27088180,143,34,A,10774
53655,2012-10-01 00:00:00,9,1-55,27088181,143,36,R,11207
53686,2012-10-01 00:00:00,1,1-55,27088183,143,45,A,10322
53711,2012-10-01 00:00:00,1,1-55,27088185,143,49,R,7379
53730,2012-10-01 00:00:00,1,1-55,27088186,143,46,A,5929
53755,2012-10-01 00:00:00,1,1-55,27088188,143,49,R,7379
53774,2012-10-01 00:00:00,1,1-55,27088189,143,46,A,5929
53799,2012-10-01 00:00:00,1,1-55,27088191,143,49,R,7379
53818,2012-10-01 00:00:00,1,1-55,27088192,143,46,A,5929
53843,2012-10-01 00:00:00,1,1-55,27088194,143,49,R,7379
53862,2012-10-01 00:00:00,1,1-55,27088195,143,46,A,5929
53887,2012-10-01 00:00:00,1,1-55,27088197,143,49,R,7379
53906,2012-10-01 00:00:00,1,1-55,27088198,143,46,A,5929
53931,2012-10-01 00:00:00,1,1-55,27088200,143,49,R,7379
53950,2012-10-01 00:00:00,1,1-55,27088201,143,46,A,5929
53980,2012-10-01 00:00:00,1,1-55,27088203,143,48,R,11651
54005,2012-10-01 00:00:00,1,1-55,27088205,143,45,A,10322
54033,2012-10-01 00:00:00,23,22-1,27082811,144,14,R,11995
54058,2012-10-01 00:00:00,22,22-22,27092200,144,32,A,10803
54082,2012-10-01 00:00:00,22,22-22,27092201,144,29,R,10902
54107,2012-10-01 00:00:00,22,22-22,27092202,144,32,A,10803
54131,2012-10-01 00:00:00,22,22-22,27092203,144,29,R,10902
54156,2012-10-01 00:00:00,22,22-22,27092204,144,32,A,10803
54180,2012-10-01 00:00:00,22,22-22,27092205,144,29,R,10902
54205,2012-10-01 00:00:00,22,22-22,27092206,144,32,A,10803
54229,2012-10-01 00:00:00,22,22-22,27092207,144,29,R,10902
54254,2012-10-01 00:00:00,22,22-22,27092208,144,32,A,10803
54278,2012-10-01 00:00:00,22,22-22,27092209,144,29,R,10902
54303,2012-10-01 00:00:00,22,22-22,27092210,144,32,A,10803
54327,2012-10-01 00:00:00,22,22-22,27092211,144,29,R,10902
54352,2012-10-01 00:00:00,22,22-22,27092212,144,32,A,10803
54376,2012-10-01 00:00:00,22,22-22,27092213,144,29,R,10902
54401,2012-10-01 00:00:00,22,22-22,27092214,144,32,A,10803
54425,2012-10-01 00:00:00,22,22-22,27092215,144,29,R,10902
54450,2012-10-01 00:00:00,22,22-22,27092216,144,32,A,10803
54474,2012-10-01 00:00:00,22,22-22,27092217,144,29,R,10902
54499,2012-10-01 00:00:00,22,22-22,27092218,144,32,A,10803
54523,2012-10-01 00:00:00,22,22-22,27092219,144,29,R,10902
54548,2012-10-01 00:00:00,22,22-22,27092220,144,32,A,10803
54572,2012-10-01 00:00:00,22,22-22,27092221,144,29,R,10902
54597,2012-10-01 00:00:00,22,22-22,27092222,144,32,A,10803
54599,2012-10-01 00:00:00,23,22-22,27092224,144,14,R,11995
54624,2012-10-01 00:00:00,23,22-22,27092226,144,7,A,9971
54648,2012-10-01 00:00:00,22,22-22,27092228,144,29,R,10902
54673,2012-10-01 00:00:00,22,22-22,27092229,144,32,A,10803
54675,2012-10-01 00:00:00,22,22-22,27113510,144,32,A,10803
54702,2012-10-01 00:00:00,23,22-22,27113511,144,14,R,11995
54707,2012-10-01 00:00:00,22,22-22,27113512,144,32,A,10803
54738,2012-10-01 00:00:00,1,1-6,27088272,145,45,A,10322
54774,2012-10-01 00:00:00,1,1-6,27088274,145,48,R,11651
54795,2012-10-01 00:00:00,5,5-56,27095698,145,26,R,7945
54823,2012-10-01 00:00:00,5,5-56,27095699,145,71,A,11960
54850,2012-10-01 00:00:00,5,5-56,27095700,145,49,R,11541
54880,2012-10-01 00:00:00,5,5-56,27095701,145,71,A,11960
54913,2012-10-01 00:00:00,9,11-75,27089171,147,36,R,11207
54944,2012-10-01 00:00:00,1,11-75,27089173,147,45,A,10322
54969,2012-10-01 00:00:00,1,11-75,27089175,147,49,R,7379
54988,2012-10-01 00:00:00,1,11-75,27089176,147,46,A,5929
55013,2012-10-01 00:00:00,1,11-75,27089178,147,49,R,7379
55032,2012-10-01 00:00:00,1,11-75,27089179,147,46,A,5929
55056,2012-10-01 00:00:00,11,11-75,27089181,147,17,A,8883
55078,2012-10-01 00:00:00,11,11-75,27089183,147,18,R,8598
55102,2012-10-01 00:00:00,11,11-75,27089185,147,17,A,8883
55124,2012-10-01 00:00:00,11,11-75,27089187,147,18,R,8598
55148,2012-10-01 00:00:00,11,11-75,27089189,147,17,A,8883
55170,2012-10-01 00:00:00,11,11-75,27089191,147,18,R,8598
55194,2012-10-01 00:00:00,11,11-75,27089193,147,17,A,8883
55216,2012-10-01 00:00:00,11,11-75,27089195,147,18,R,8598
55240,2012-10-01 00:00:00,11,11-75,27089197,147,17,A,8883
55262,2012-10-01 00:00:00,11,11-75,27089199,147,18,R,8598
55286,2012-10-01 00:00:00,11,11-75,27089201,147,17,A,8883
55308,2012-10-01 00:00:00,11,11-75,27089203,147,18,R,8598
55332,2012-10-01 00:00:00,11,11-75,27089205,147,17,A,8883
55354,2012-10-01 00:00:00,11,11-75,27089207,147,18,R,8598
55378,2012-10-01 00:00:00,11,11-75,27089209,147,17,A,8883
55400,2012-10-01 00:00:00,11,11-75,27089211,147,18,R,8598
55433,2012-10-01 00:00:00,9,9-69,27097528,148,36,R,11207
55462,2012-10-01 00:00:00,9,9-69,27097530,148,34,A,10774
55495,2012-10-01 00:00:00,9,9-69,27097531,148,36,R,11207
55524,2012-10-01 00:00:00,9,9-69,27097533,148,34,A,10774
55557,2012-10-01 00:00:00,9,9-69,27097534,148,36,R,11207
55586,2012-10-01 00:00:00,9,9-69,27097536,148,34,A,10774
55619,2012-10-01 00:00:00,9,9-69,27097537,148,36,R,11207
55648,2012-10-01 00:00:00,9,9-69,27097539,148,34,A,10774
55681,2012-10-01 00:00:00,9,9-69,27097540,148,36,R,11207
55701,2012-10-01 00:00:00,9,9-69,27097542,148,34,A,10774
55726,2012-10-01 00:00:00,22,23-43,27082991,149,32,A,10803
55751,2012-10-01 00:00:00,22,22-26,27092297,149,32,A,10803
55775,2012-10-01 00:00:00,22,22-26,27092298,149,29,R,10902
55800,2012-10-01 00:00:00,22,22-26,27092299,149,32,A,10803
55824,2012-10-01 00:00:00,22,22-26,27092300,149,29,R,10902
55848,2012-10-01 00:00:00,22,22-30,27092335,149,29,R,10902
55873,2012-10-01 00:00:00,22,22-30,27092336,149,32,A,10803
55897,2012-10-01 00:00:00,22,22-30,27092337,149,29,R,10902
55922,2012-10-01 00:00:00,22,22-30,27092338,149,32,A,10803
55923,2012-10-01 00:00:00,22,22-26,27099971,149,29,R,10902
55947,2012-10-01 00:00:00,11,9-67,27097469,151,17,A,8883
55969,2012-10-01 00:00:00,11,9-67,27097471,151,18,R,8598
56005,2012-10-01 00:00:00,1,9-67,27097473,151,48,R,11651
56036,2012-10-01 00:00:00,1,9-67,27097475,151,45,A,10322
56072,2012-10-01 00:00:00,1,9-67,27097477,151,48,R,11651
56101,2012-10-01 00:00:00,9,9-67,27097479,151,34,A,10774
56134,2012-10-01 00:00:00,9,9-67,27097480,151,36,R,11207
56163,2012-10-01 00:00:00,9,9-67,27097482,151,34,A,10774
56196,2012-10-01 00:00:00,9,9-67,27097483,151,36,R,11207
56225,2012-10-01 00:00:00,9,9-67,27097485,151,34,A,10774
56258,2012-10-01 00:00:00,9,9-67,27097486,151,36,R,11207
56287,2012-10-01 00:00:00,9,9-67,27097488,151,34,A,10774
56320,2012-10-01 00:00:00,9,9-67,27097489,151,36,R,11207
56349,2012-10-01 00:00:00,9,9-67,27097491,151,34,A,10774
56382,2012-10-01 00:00:00,9,9-67,27097492,151,36,R,11207
56412,2012-10-01 00:00:00,9,9-67,27097494,151,34,A,10774
56445,2012-10-01 00:00:00,9,9-67,27097495,151,36,R,11207
56475,2012-10-01 00:00:00,9,9-67,27097497,151,34,A,10774
56508,2012-10-01 00:00:00,9,9-67,27097498,151,36,R,11207
56533,2012-10-01 00:00:00,1,1-60,27088277,152,49,R,7379
56552,2012-10-01 00:00:00,1,1-60,27088278,152,46,A,5929
56577,2012-10-01 00:00:00,1,1-60,27088280,152,49,R,7379
56596,2012-10-01 00:00:00,1,1-60,27088281,152,46,A,5929
56621,2012-10-01 00:00:00,1,1-60,27088283,152,49,R,7379
56640,2012-10-01 00:00:00,1,1-60,27088284,152,46,A,5929
56665,2012-10-01 00:00:00,1,1-60,27088286,152,49,R,7379
56684,2012-10-01 00:00:00,1,1-60,27088287,152,46,A,5929
56709,2012-10-01 00:00:00,1,1-60,27088289,152,49,R,7379
56728,2012-10-01 00:00:00,1,1-60,27088290,152,46,A,5929
56753,2012-10-01 00:00:00,1,1-60,27088292,152,49,R,7379
56772,2012-10-01 00:00:00,1,1-60,27088293,152,46,A,5929
56797,2012-10-01 00:00:00,1,1-60,27088295,152,49,R,7379
56816,2012-10-01 00:00:00,1,1-60,27088296,152,46,A,5929
56852,2012-10-01 00:00:00,1,1-60,27088298,152,48,R,11651
56883,2012-10-01 00:00:00,1,1-60,27088300,152,45,A,10322
56908,2012-10-01 00:00:00,1,1-60,27088302,152,49,R,7379
56944,2012-10-01 00:00:00,1,1-59,27088267,153,48,R,11651
56971,2012-10-01 00:00:00,9,1-59,27088269,153,34,A,10774
56993,2012-10-01 00:00:00,11,11-79,27089312,153,18,R,8598
57017,2012-10-01 00:00:00,11,11-79,27089314,153,17,A,8883
57039,2012-10-01 00:00:00,11,11-79,27089316,153,18,R,8598
57063,2012-10-01 00:00:00,11,11-79,27089318,153,17,A,8883
57093,2012-10-01 00:00:00,8,8-24,27097155,154,77,R,11900
57123,2012-10-01 00:00:00,8,8-24,27097156,154,6,A,10636
57151,2012-10-01 00:00:00,8,8-24,27097157,154,79,R,10509
57183,2012-10-01 00:00:00,8,8-24,27097158,154,5,A,11806
57212,2012-10-01 00:00:00,9,1-5,27088000,155,34,A,10774
57245,2012-10-01 00:00:00,9,1-5,27088001,155,36,R,11207
57276,2012-10-01 00:00:00,1,1-5,27088003,155,45,A,10322
57312,2012-10-01 00:00:00,1,1-5,27088005,155,48,R,11651
57343,2012-10-01 00:00:00,1,1-5,27088007,155,45,A,10322
57379,2012-10-01 00:00:00,1,1-5,27088009,155,48,R,11651
57410,2012-10-01 00:00:00,1,1-5,27088011,155,45,A,10322
57446,2012-10-01 00:00:00,1,1-5,27088013,155,48,R,11651
57477,2012-10-01 00:00:00,1,1-5,27088015,155,45,A,10322
57513,2012-10-01 00:00:00,1,1-5,27088017,155,48,R,11651
57544,2012-10-01 00:00:00,1,1-5,27088019,155,45,A,10322
57580,2012-10-01 00:00:00,1,1-5,27088021,155,48,R,11651
57611,2012-10-01 00:00:00,1,1-5,27088023,155,45,A,10322
57647,2012-10-01 00:00:00,1,1-5,27088025,155,48,R,11651
57649,2012-10-01 00:00:00,1,1-5,27099979,155,48,R,11651
57670,2012-10-01 00:00:00,5,5-12,27095173,156,26,R,7945
57693,2012-10-01 00:00:00,5,5-12,27095174,156,23,A,7701
57715,2012-10-01 00:00:00,5,5-12,27095177,156,26,R,7945
57745,2012-10-01 00:00:00,5,5-12,27095178,156,71,A,11960
57774,2012-10-01 00:00:00,5,5-12,27095179,156,49,R,11541
57804,2012-10-01 00:00:00,5,5-12,27095180,156,71,A,11960
57832,2012-10-01 00:00:00,5,5-12,27095181,156,49,R,11541
57862,2012-10-01 00:00:00,5,5-12,27095182,156,71,A,11960
57890,2012-10-01 00:00:00,5,5-12,27095183,156,49,R,11541
57920,2012-10-01 00:00:00,5,5-12,27095184,156,71,A,11960
57949,2012-10-01 00:00:00,5,5-12,27095185,156,49,R,11541
57979,2012-10-01 00:00:00,5,5-12,27095186,156,71,A,11960
58007,2012-10-01 00:00:00,5,5-12,27095187,156,49,R,11541
58037,2012-10-01 00:00:00,5,5-12,27095188,156,71,A,11960
58066,2012-10-01 00:00:00,5,5-12,27095189,156,49,R,11541
58088,2012-10-01 00:00:00,5,5-12,27095190,156,23,A,7701
58115,2012-10-01 00:00:00,21,21-61,27092090,157,33,R,11951
58144,2012-10-01 00:00:00,21,21-61,27092091,157,31,A,11616
58171,2012-10-01 00:00:00,21,21-61,27092092,157,33,R,11951
58200,2012-10-01 00:00:00,21,21-61,27092093,157,31,A,11616
58227,2012-10-01 00:00:00,21,21-61,27092094,157,33,R,11951
58256,2012-10-01 00:00:00,21,21-61,27092095,157,31,A,11616
58283,2012-10-01 00:00:00,21,21-61,27092096,157,33,R,11951
58312,2012-10-01 00:00:00,21,21-61,27092097,157,31,A,11616
58339,2012-10-01 00:00:00,21,21-61,27092098,157,33,R,11951
58367,2012-10-01 00:00:00,21,21-61,27092099,157,31,A,11616
58394,2012-10-01 00:00:00,21,21-61,27092100,157,33,R,11951
58423,2012-10-01 00:00:00,21,21-61,27092101,157,31,A,11616
58450,2012-10-01 00:00:00,21,21-61,27092102,157,33,R,11951
58479,2012-10-01 00:00:00,21,21-61,27092103,157,31,A,11616
58506,2012-10-01 00:00:00,21,21-61,27092104,157,33,R,11951
58535,2012-10-01 00:00:00,21,21-61,27092105,157,31,A,11616
58563,2012-10-01 00:00:00,8,8-13,27096987,158,79,R,10509
58593,2012-10-01 00:00:00,8,8-13,27096988,158,6,A,10636
58621,2012-10-01 00:00:00,8,8-13,27096989,158,79,R,10509
58653,2012-10-01 00:00:00,8,8-13,27096990,158,5,A,11806
58683,2012-10-01 00:00:00,8,8-13,27096991,158,77,R,11900
58713,2012-10-01 00:00:00,8,8-13,27096992,158,6,A,10636
58741,2012-10-01 00:00:00,8,8-13,27096993,158,79,R,10509
58773,2012-10-01 00:00:00,8,8-13,27096994,158,5,A,11806
58803,2012-10-01 00:00:00,8,8-13,27096995,158,77,R,11900
58833,2012-10-01 00:00:00,8,8-13,27096996,158,6,A,10636
58861,2012-10-01 00:00:00,8,8-13,27096997,158,79,R,10509
58891,2012-10-01 00:00:00,8,8-13,27096998,158,6,A,10636
58919,2012-10-01 00:00:00,8,8-13,27096999,158,79,R,10509
58951,2012-10-01 00:00:00,8,8-13,27097000,158,5,A,11806
58981,2012-10-01 00:00:00,8,8-13,27097001,158,77,R,11900
59013,2012-10-01 00:00:00,8,8-13,27097002,158,5,A,11806
59043,2012-10-01 00:00:00,8,8-13,27097003,158,77,R,11900
59073,2012-10-01 00:00:00,8,8-13,27097004,158,6,A,10636
59101,2012-10-01 00:00:00,8,8-13,27097005,158,79,R,10509
59131,2012-10-01 00:00:00,8,8-13,27097006,158,6,A,10636
59159,2012-10-01 00:00:00,8,8-13,27097007,158,79,R,10509
59191,2012-10-01 00:00:00,8,8-13,27097008,158,5,A,11806
59222,2012-10-01 00:00:00,1,1-12,27087912,159,45,A,10322
59247,2012-10-01 00:00:00,1,1-12,27087914,159,49,R,7379
59266,2012-10-01 00:00:00,1,1-12,27087915,159,46,A,5929
59302,2012-10-01 00:00:00,1,1-12,27087917,159,48,R,11651
59338,2012-10-01 00:00:00,1,1-9,27088420,159,48,R,11651
59351,2012-10-01 00:00:00,9,1-9,27088422,159,34,A,10774
59372,2012-10-01 00:00:00,G,G-99,27099983,159,55,A,12759
59398,2012-10-01 00:00:00,G,G-99,27099984,159,57,R,12656
59426,2012-10-01 00:00:00,8,8-8,27097259,160,79,R,10509
59456,2012-10-01 00:00:00,8,8-8,27097260,160,6,A,10636
59484,2012-10-01 00:00:00,8,8-8,27097261,160,79,R,10509
